budget,id,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,release_month,release_day_of_week
60000000.0,11517,7337906.0,1995-11-21,35431113.0,Money Train,54.0,224.0,1995,0.59051855,noviembre,martes
30250000.0,8012,12669608.0,1995-10-20,115101622.0,Get Shorty,64.0,305.0,1995,3.805012297520661,octubre,viernes
0.0,1710,10701801.0,1995-10-27,0.0,Copycat,65.0,199.0,1995,0.0,octubre,viernes
50000000.0,9691,11065939.0,1995-10-06,30303072.0,Assassins,60.0,394.0,1995,0.60606144,octubre,viernes
0.0,12665,12133094.0,1995-10-27,0.0,Powder,63.0,143.0,1995,0.0,octubre,viernes
3600000.0,451,10332025.0,1995-10-27,49800000.0,Leaving Las Vegas,71.0,365.0,1995,13.833333333333334,octubre,viernes
0.0,16420,1845899.0,1995-12-15,0.0,Othello,70.0,33.0,1995,0.0,diciembre,viernes
12000000.0,9263,8681325.0,1995-10-20,27400000.0,Now and Then,66.0,91.0,1995,2.283333333333333,octubre,viernes
0.0,17015,2228434.0,1995-09-27,0.0,Persuasion,74.0,36.0,1995,0.0,septiembre,miércoles
18000000.0,902,9822423.0,1995-05-16,1738611.0,The City of Lost Children,76.0,308.0,1995,0.0965895,mayo,martes
0.0,37557,1100915.0,1995-04-30,0.0,Shanghai Triad,65.0,17.0,1995,0.0,abril,domingo
0.0,9909,9481338.0,1995-08-11,180000000.0,Dangerous Minds,64.0,249.0,1995,inf,agosto,viernes
29500000.0,63,12297305.0,1995-12-29,168840000.0,Twelve Monkeys,74.0,2470.0,1995,5.7233898305084745,diciembre,viernes
0.0,78802,745542.0,1996-09-18,0.0,Wings of Courage,68.0,4.0,1996,0.0,septiembre,miércoles
30000000.0,9598,14404764.0,1995-07-18,254134910.0,Babe,60.0,756.0,1995,8.471163666666667,julio,martes
0.0,47018,1493361.0,1995-11-08,0.0,Carrington,64.0,16.0,1995,0.0,noviembre,miércoles
11000000.0,687,6891317.0,1995-12-29,39363635.0,Dead Man Walking,73.0,350.0,1995,3.5785122727272727,diciembre,viernes
0.0,139405,114469.0,1995-10-20,0.0,Across the Sea of Time,35.0,2.0,1995,0.0,octubre,viernes
0.0,33689,7777735.0,1995-11-17,0.0,It Takes Two,61.0,149.0,1995,0.0,noviembre,viernes
12000000.0,9603,9882383.0,1995-07-19,0.0,Clueless,69.0,828.0,1995,0.0,julio,miércoles
0.0,34615,894647.0,1995-12-15,676525.0,"Cry, the Beloved Country",67.0,13.0,1995,inf,diciembre,viernes
0.0,31174,4561387.0,1995-12-29,0.0,Richard III,69.0,50.0,1995,0.0,diciembre,viernes
10000000.0,11443,987957.0,1995-10-06,0.0,Dead Presidents,66.0,80.0,1995,0.0,octubre,viernes
19000000.0,35196,10979269.0,1995-12-29,0.0,Restoration,63.0,30.0,1995,0.0,diciembre,viernes
18000000.0,9312,10870138.0,1995-08-18,122195920.0,Mortal Kombat,54.0,452.0,1995,6.788662222222222,agosto,viernes
20000000.0,577,10448481.0,1995-05-20,21284514.0,To Die For,67.0,177.0,1995,1.0642257,mayo,sábado
10000000.0,11861,4485958.0,1995-10-06,23574130.0,How To Make An American Quilt,65.0,38.0,1995,2.357413,octubre,viernes
33000000.0,807,1845743.0,1995-09-22,327311859.0,Se7en,81.0,5915.0,1995,9.91854118181818,septiembre,viernes
55000000.0,10530,13280069.0,1995-06-14,346079773.0,Pocahontas,67.0,1509.0,1995,6.292359509090909,junio,miércoles
0.0,8391,3302524.0,1995-05-05,0.0,When Night Is Falling,59.0,10.0,1995,0.0,mayo,viernes
6000000.0,629,16302466.0,1995-07-19,23341568.0,The Usual Suspects,81.0,3334.0,1995,3.890261333333333,julio,miércoles
0.0,117164,595949.0,1994-11-22,0.0,Guardian Angel,63.0,3.0,1994,0.0,noviembre,martes
15000000.0,11448,15899134.0,1995-09-13,6700000.0,Mighty Aphrodite,67.0,145.0,1995,0.4466666666666666,septiembre,miércoles
0.0,49133,1361286.0,1994-01-01,0.0,Lamerica,77.0,11.0,1994,0.0,enero,sábado
0.0,26441,5982764.0,1995-09-29,0.0,The Big Green,52.0,41.0,1995,0.0,septiembre,viernes
0.0,97406,4093443.0,1995-05-19,0.0,Georgia,61.0,15.0,1995,0.0,mayo,viernes
0.0,124057,307075.0,1997-07-08,0.0,Kids of the Round Table,30.0,1.0,1997,0.0,julio,martes
0.0,9089,8416802.0,1995-11-02,17519169.0,Home for the Holidays,63.0,39.0,1995,inf,noviembre,jueves
0.0,11010,10168437.0,1994-09-22,0.0,The Postman,76.0,181.0,1994,0.0,septiembre,jueves
0.0,99040,120789.0,1995-09-29,0.0,The Confessional,65.0,2.0,1995,0.0,septiembre,viernes
45000000.0,11359,10673296.0,1995-07-14,0.0,The Indian in the Cupboard,59.0,136.0,1995,0.0,julio,viernes
20000000.0,17182,4733526.0,1996-01-12,0.0,Eye for an Eye,58.0,65.0,1996,0.0,enero,viernes
0.0,2054,7137117.0,1995-12-29,106269971.0,Mr. Holland's Opus,69.0,115.0,1995,inf,diciembre,viernes
0.0,10607,11700115.0,1996-01-12,0.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,62.0,192.0,1996,0.0,enero,viernes
0.0,19760,2174487.0,1996-01-12,0.0,Two If by Sea,45.0,14.0,1996,0.0,enero,viernes
15000000.0,9536,6387469.0,1996-01-12,0.0,Bio-Dome,44.0,110.0,1996,0.0,enero,viernes
0.0,11525,249535.0,1996-01-12,2409225.0,Lawnmower Man 2: Beyond Cyberspace,28.0,32.0,1996,inf,enero,viernes
0.0,40628,4046208.0,1995-10-22,0.0,Two Bits,54.0,11.0,1995,0.0,octubre,domingo
0.0,4482,2518051.0,1995-02-08,0.0,French Twist,60.0,43.0,1995,0.0,febrero,miércoles
3500000.0,10634,1456965.0,1995-04-26,28215918.0,Friday,70.0,513.0,1995,8.061690857142857,abril,miércoles
19000000.0,755,15339153.0,1996-01-19,25836616.0,From Dusk Till Dawn,69.0,1644.0,1996,1.359821894736842,enero,viernes
50000000.0,11859,5912223.0,1995-11-03,11534477.0,Fair Game,41.0,54.0,1995,0.23068954,noviembre,viernes
0.0,28387,3367276.0,1995-10-06,718490.0,Kicking and Screaming,70.0,36.0,1995,inf,octubre,viernes
0.0,48750,1479446.0,1995-03-22,0.0,Les Miserables,66.0,8.0,1995,0.0,marzo,miércoles
0.0,20927,10412194.0,1996-01-26,19030691.0,Bed of Roses,51.0,27.0,1996,inf,enero,viernes
15000000.0,36929,2936443.0,1996-01-26,2042530.0,Big Bully,39.0,16.0,1996,0.1361686666666666,enero,viernes
20000000.0,9102,12758848.0,1995-09-08,5781885.0,Screamers,61.0,154.0,1995,0.28909425,septiembre,viernes
0.0,124626,133893.0,1995-02-18,0.0,Nico Icon,73.0,3.0,1995,0.0,febrero,sábado
0.0,27526,5756462.0,1995-11-15,0.0,The Crossing Guard,61.0,74.0,1995,0.0,noviembre,miércoles
44000000.0,9623,6010579.0,1996-02-02,0.0,The Juror,55.0,91.0,1996,0.0,febrero,viernes
0.0,46785,1196256.0,1995-01-01,0.0,The White Balloon,75.0,20.0,1995,0.0,enero,domingo
8000000.0,400,4486179.0,1995-12-01,529766.0,Things to Do in Denver When You're Dead,67.0,87.0,1995,0.06622075,diciembre,viernes
900000.0,880,2030174.0,1995-09-12,0.0,Antonia's Line,72.0,26.0,1995,0.0,septiembre,martes
0.0,146599,252287.0,1996-01-26,0.0,Once Upon a Time... When We Were Colored,45.0,2.0,1996,0.0,enero,viernes
0.0,188588,531159.0,1995-11-22,0.0,Last Summer in the Hamptons,0.0,0.0,1995,0.0,noviembre,miércoles
0.0,8447,215166.0,1995-09-10,0.0,Angels and Insects,63.0,17.0,1995,0.0,septiembre,domingo
38000000.0,10534,9568604.0,1996-02-02,10300000.0,White Squall,63.0,86.0,1996,0.2710526315789474,febrero,viernes
16000000.0,17414,4814825.0,1996-01-12,0.0,Dunston Checks In,51.0,59.0,1996,0.0,enero,viernes
0.0,13997,8963037.0,1996-02-01,32.0,Black Sheep,60.0,124.0,1996,inf,febrero,jueves
8169363.0,2086,6848591.0,1995-11-22,8175346.0,Nick of Time,61.0,190.0,1995,1.000732370443081,noviembre,miércoles
0.0,61548,411424.0,1995-09-14,0.0,The Journey of August King,67.0,3.0,1995,0.0,septiembre,jueves
47000000.0,9095,12866139.0,1996-02-23,12379402.0,Mary Reilly,57.0,77.0,1996,0.2633915319148936,febrero,viernes
14000000.0,12158,9071127.0,1995-10-26,19800000.0,Vampire in Brooklyn,45.0,113.0,1995,1.4142857142857144,octubre,jueves
0.0,9283,4670562.0,1996-02-09,0.0,Beautiful Girls,66.0,103.0,1996,0.0,febrero,viernes
50000000.0,9208,14957626.0,1996-02-09,150270147.0,Broken Arrow,57.0,459.0,1996,3.00540294,febrero,viernes
0.0,40154,513391.0,1995-12-01,0.0,A Midwinter's Tale,75.0,6.0,1995,0.0,diciembre,viernes
3000000.0,406,12108196.0,1995-05-31,0.0,La Haine,79.0,695.0,1995,0.0,mayo,miércoles
0.0,45549,2657647.0,1994-12-06,0.0,Shopping,56.0,13.0,1994,0.0,diciembre,martes
0.0,63076,638211.0,1995-12-27,0.0,Heidi Fleiss: Hollywood Madam,68.0,4.0,1995,0.0,diciembre,miércoles
0.0,11062,4807223.0,1996-02-16,0.0,City Hall,60.0,67.0,1996,0.0,febrero,viernes
7000000.0,13685,6904831.0,1996-02-21,560069.0,Bottle Rocket,68.0,285.0,1996,0.0800098571428571,febrero,miércoles
0.0,47475,3329264.0,1996-02-16,0.0,Mr. Wrong,33.0,16.0,1996,0.0,febrero,viernes
18000000.0,2045,2464425.0,1996-02-23,0.0,Unforgettable,53.0,22.0,1996,0.0,febrero,viernes
12000000.0,9614,9592265.0,1996-02-16,41205099.0,Happy Gilmore,65.0,767.0,1996,3.43375825,febrero,viernes
24000000.0,688,5951077.0,1995-05-28,182016617.0,The Bridges of Madison County,73.0,397.0,1995,7.584025708333333,mayo,domingo
0.0,11907,1015068.0,1994-11-07,0.0,Nobody Loves Me,51.0,5.0,1994,0.0,noviembre,lunes
0.0,10874,6902423.0,1996-02-16,34327391.0,Muppet Treasure Island,65.0,93.0,1996,inf,febrero,viernes
0.0,89333,976707.0,1995-12-08,0.0,Catwalk,70.0,2.0,1995,0.0,diciembre,viernes
0.0,96357,1346.0,1995-05-20,0.0,Headless Body in Topless Bar,0.0,0.0,1995,0.0,mayo,sábado
72000000.0,197,20755149.0,1995-05-24,210000000.0,Braveheart,77.0,3404.0,1995,2.9166666666666665,mayo,miércoles
1300000.0,103,14092713.0,1976-02-07,28262574.0,Taxi Driver,81.0,2632.0,1976,21.74044153846154,febrero,sábado
7500000.0,33542,12314278.0,1995-01-30,32392047.0,Rumble in the Bronx,65.0,245.0,1995,4.3189396,enero,lunes
35000000.0,43566,2938293.0,1996-02-23,0.0,Before and After,58.0,37.0,1996,0.0,febrero,viernes
0.0,71754,372697.0,1995-09-13,0.0,Margaret's Museum,75.0,2.0,1995,0.0,septiembre,miércoles
13365000.0,43612,1254885.0,1995-01-31,0.0,Happiness Is in the Field,70.0,23.0,1995,0.0,enero,martes
0.0,51352,243986.0,1995-06-08,1.0,Anne Frank Remembered,73.0,4.0,1995,inf,junio,jueves
0.0,16934,6178497.0,1995-01-20,0.0,The Young Poisoner's Handbook,69.0,19.0,1995,0.0,enero,viernes
0.0,10324,2891918.0,1996-03-08,0.0,If Lucy Fell,54.0,11.0,1996,0.0,marzo,viernes
25000000.0,78406,1522412.0,1995-09-29,6278139.0,Steal Big Steal Little,51.0,7.0,1995,0.25112556,septiembre,viernes
0.0,55731,1317878.0,1996-03-22,0.0,Race the Sun,52.0,21.0,1996,0.0,marzo,viernes
0.0,32119,86539.0,1992-12-06,0.0,The Boys of St. Vincent,70.0,7.0,1992,0.0,diciembre,domingo
40000000.0,11066,6506983.0,1992-06-30,70100000.0,Boomerang,54.0,139.0,1992,1.7525,junio,martes
0.0,11104,6778979.0,1994-07-14,0.0,Chungking Express,79.0,249.0,1994,0.0,julio,jueves
0.0,37975,1702639.0,1995-09-21,0.0,The Star Maker,68.0,29.0,1995,0.0,septiembre,jueves
7000000.0,2074,5579088.0,1996-03-22,14702438.0,Flirting with Disaster,63.0,66.0,1996,2.100348285714286,marzo,viernes
17000000.0,27793,6252377.0,1994-10-26,0.0,The Neverending Story III: Escape from Fantasia,44.0,105.0,1994,0.0,octubre,miércoles
0.0,44284,406754.0,1994-09-30,0.0,The Silences of the Palace,43.0,3.0,1994,0.0,septiembre,viernes
0.0,290157,1178.0,1995-01-01,0.0,Jupiter's Wife,0.0,0.0,1995,0.0,enero,domingo
0.0,110972,699066.0,1996-02-09,0.0,Pie in the Sky,70.0,2.0,1996,0.0,febrero,viernes
0.0,32622,2197439.0,1995-01-01,0.0,Angela,56.0,9.0,1995,0.0,enero,domingo
0.0,73067,637554.0,1995-11-22,0.0,Frankie Starlight,54.0,4.0,1995,0.0,noviembre,miércoles
50000000.0,11863,11418917.0,1995-10-13,9851610.0,Jade,51.0,45.0,1995,0.1970322,octubre,viernes
0.0,55475,291021.0,1995-08-16,0.0,Nueba Yol,55.0,1.0,1995,0.0,agosto,miércoles
0.0,124636,1838.0,1995-08-01,0.0,Sonic Outlaws,0.0,0.0,1995,0.0,agosto,martes
0.0,9101,5184977.0,1996-03-01,0.0,Down Periscope,56.0,110.0,1996,0.0,marzo,viernes
0.0,123360,276401.0,1995-09-08,0.0,From the Journals of Jean Seberg,65.0,2.0,1995,0.0,septiembre,viernes
0.0,5757,540436.0,1995-09-15,209935.0,Man of the Year,38.0,2.0,1995,inf,septiembre,viernes
0.0,39428,370342.0,1995-08-23,0.0,The Neon Bible,72.0,5.0,1995,0.0,agosto,miércoles
0.0,124639,1205.0,1995-08-01,0.0,Target,0.0,0.0,1995,0.0,agosto,martes
60000000.0,9302,3402749.0,1996-03-01,0.0,Up Close & Personal,59.0,51.0,1996,0.0,marzo,viernes
31000000.0,11000,649968.0,1996-03-08,185260553.0,The Birdcage,67.0,303.0,1996,5.976146870967742,marzo,viernes
0.0,249882,918504.0,1995-10-12,0.0,Virgin Mary,70.0,2.0,1995,0.0,octubre,jueves
0.0,16388,2039196.0,1995-08-09,0.0,The Brothers McMullen,63.0,23.0,1995,0.0,agosto,miércoles
19000000.0,9737,9262184.0,1995-04-07,141407024.0,Bad Boys,65.0,1729.0,1995,7.442474947368421,abril,viernes
0.0,30765,2375865.0,1995-08-25,0.0,The Amazing Panda Adventure,50.0,31.0,1995,0.0,agosto,viernes
0.0,10474,7415144.0,1995-04-21,0.0,The Basketball Diaries,72.0,472.0,1995,0.0,abril,viernes
4000000.0,22279,922958.0,1995-07-21,851545.0,An Awfully Big Adventure,60.0,11.0,1995,0.21288625,julio,viernes
0.0,30157,1759012.0,1994-08-05,0.0,Amateur,65.0,21.0,1994,0.0,agosto,viernes
52000000.0,568,18761467.0,1995-06-30,355237933.0,Apollo 13,73.0,1637.0,1995,6.831498711538462,junio,viernes
28000000.0,11780,10193549.0,1995-04-13,31596911.0,Rob Roy,65.0,151.0,1995,1.1284611071428572,abril,jueves
0.0,34996,3137285.0,1995-01-10,0.0,The Addiction,64.0,46.0,1995,0.0,enero,martes
100000000.0,414,13321354.0,1995-06-16,336529144.0,Batman Forever,52.0,1529.0,1995,3.36529144,junio,viernes
0.0,649,10142662.0,1967-05-24,0.0,Belle de Jour,73.0,163.0,1967,0.0,mayo,miércoles
0.0,1873,204189.0,1995-05-24,0.0,Beyond Rangoon,64.0,21.0,1995,0.0,mayo,miércoles
2000000.0,5894,11528147.0,1995-09-15,1275000.0,Blue in the Face,68.0,28.0,1995,0.6375,septiembre,viernes
11000000.0,1775,5391556.0,1995-06-08,178104.0,Canadian Bacon,59.0,57.0,1995,0.0161912727272727,junio,jueves
50000000.0,8839,12812539.0,1995-05-26,287928194.0,Casper,60.0,1045.0,1995,5.75856388,mayo,viernes
25000000.0,20649,4558992.0,1995-09-15,13071518.0,Clockers,68.0,69.0,1995,0.52286072,septiembre,viernes
50000000.0,10329,7260574.0,1995-06-09,152022101.0,Congo,50.0,214.0,1995,3.04044202,junio,viernes
53000000.0,8963,8657365.0,1995-05-12,157387195.0,Crimson Tide,70.0,508.0,1995,2.969569716981132,mayo,viernes
0.0,26564,3620388.0,1994-09-10,3174695.0,Crumb,76.0,71.0,1994,inf,septiembre,sábado
7000000.0,8068,6950458.0,1995-08-25,25405445.0,Desperado,68.0,898.0,1995,3.6293492857142855,agosto,viernes
27000000.0,8512,4646132.0,1995-09-15,16140822.0,Devil in a Blue Dress,63.0,88.0,1995,0.5978082222222222,septiembre,viernes
90000000.0,1572,15138855.0,1995-05-19,366101666.0,Die Hard: With a Vengeance,69.0,2094.0,1995,4.067796288888889,mayo,viernes
0.0,13552,7120806.0,1995-10-27,0.0,The Doom Generation,56.0,57.0,1995,0.0,octubre,viernes
0.0,259209,523575.0,1995-10-12,0.0,Feast of July,0.0,0.0,1995,0.0,octubre,jueves
55000000.0,6520,15178338.0,1995-07-07,127600435.0,First Knight,59.0,319.0,1995,2.320007909090909,julio,viernes
0.0,9073,7575098.0,1995-07-19,0.0,Free Willy 2 - The Adventure Home,55.0,130.0,1995,0.0,julio,miércoles
20000000.0,10428,14810519.0,1995-09-14,7563728.0,Hackers,62.0,406.0,1995,0.3781864,septiembre,jueves
0.0,17447,3196456.0,1995-08-18,0.0,Jeffrey,65.0,19.0,1995,0.0,agosto,viernes
25000000.0,9886,11715868.0,1995-05-26,19075720.0,Johnny Mnemonic,55.0,380.0,1995,0.7630288,mayo,viernes
90000000.0,9482,8184815.0,1995-06-30,113493481.0,Judge Dredd,54.0,643.0,1995,1.2610386777777778,junio,viernes
0.0,19326,3676921.0,1995-04-12,17014653.0,Jury Duty,40.0,34.0,1995,inf,abril,miércoles
1500000.0,9344,4877872.0,1995-07-28,7412216.0,Kids,68.0,280.0,1995,4.941477333333333,julio,viernes
500000.0,9071,10058329.0,1995-01-20,1148752.0,Living in Oblivion,72.0,64.0,1995,2.297504,enero,viernes
0.0,8973,4102409.0,1995-08-25,0.0,Lord of Illusions,59.0,87.0,1995,0.0,agosto,viernes
0.0,15730,354014.0,1993-05-20,0.0,Love & Human Remains,70.0,7.0,1993,0.0,mayo,jueves
0.0,47608,2624771.0,1995-05-26,15453274.0,Mad Love,55.0,27.0,1995,inf,mayo,viernes
6000000.0,2293,825547.0,1995-10-20,2122561.0,Mallrats,68.0,400.0,1995,0.3537601666666666,octubre,viernes
15000000.0,9070,7024227.0,1995-06-30,66000000.0,Mighty Morphin Power Rangers: The Movie,52.0,153.0,1995,4.4,junio,viernes
0.0,68274,101115.0,1995-09-29,0.0,Moonlight and Valentino,56.0,10.0,1995,0.0,septiembre,viernes
2.0,48787,2466066.0,1995-09-28,1.0,Mute Witness,64.0,36.0,1995,0.5,septiembre,jueves
0.0,34574,7720056.0,1994-09-13,0.0,Nadja,59.0,12.0,1994,0.0,septiembre,martes
22000000.0,1642,13304342.0,1995-07-28,110627965.0,The Net,56.0,359.0,1995,5.028543863636363,julio,viernes
0.0,11472,8482834.0,1995-07-12,69660733.0,Nine Months,55.0,171.0,1995,inf,julio,miércoles
150000.0,36196,1165039.0,1995-06-09,472370.0,Party Girl,58.0,14.0,1995,3.1491333333333333,junio,viernes
8.0,11980,10187623.0,1995-09-01,16.0,The Prophecy,64.0,139.0,1995,2.0,septiembre,viernes
0.0,58372,119713.0,1995-11-17,0.0,Reckless,100.0,1.0,1995,0.0,noviembre,viernes
0.0,32646,8180047.0,1995-06-23,0.0,Safe,72.0,62.0,1995,0.0,junio,viernes
50000000.0,10533,6752119.0,1995-10-13,10382407.0,The Scarlet Letter,55.0,111.0,1995,0.20764814,octubre,viernes
0.0,56088,159596.0,1995-08-25,0.0,The Show,53.0,2.0,1995,0.0,agosto,viernes
45000000.0,10802,17502375.0,1995-09-22,20350754.0,Showgirls,49.0,261.0,1995,0.4522389777777778,septiembre,viernes
7000000.0,10149,5552946.0,1995-06-09,8349430.0,Smoke,72.0,115.0,1995,1.1927757142857145,junio,viernes
0.0,18402,3743212.0,1995-08-04,50892160.0,Something to Talk About,57.0,60.0,1995,inf,agosto,viernes
35000000.0,9348,13492845.0,1995-07-07,113374103.0,Species,55.0,457.0,1995,3.2392600857142857,julio,viernes
0.0,139408,913522.0,1995-09-15,0.0,The Stars Fell on Henrietta,66.0,6.0,1995,0.0,septiembre,viernes
42000000.0,281,11223055.0,1995-10-13,7959291.0,Strange Days,68.0,334.0,1995,0.1895069285714285,octubre,viernes
0.0,5967,8133881.0,1964-02-19,0.0,The Umbrellas of Cherbourg,76.0,119.0,1964,0.0,febrero,miércoles
14000000.0,79593,1820419.0,1995-09-08,5780000.0,The Tie That Binds,46.0,9.0,1995,0.4128571428571428,septiembre,viernes
0.0,47939,11002046.0,1995-10-27,7025496.0,Three Wishes,61.0,18.0,1995,inf,octubre,viernes
0.0,36834,4546552.0,1995-11-02,339889.0,Total Eclipse,65.0,112.0,1995,inf,noviembre,jueves
0.0,9090,7653446.0,1995-09-07,47774193.0,"To Wong Foo, Thanks for Everything! Julie Newmar",63.0,117.0,1995,inf,septiembre,jueves
60000000.0,3512,7490247.0,1995-07-13,104324083.0,Under Siege 2: Dark Territory,56.0,217.0,1995,1.738734716666667,julio,jueves
0.0,52856,2881689.0,1995-09-15,0.0,Unstrung Heroes,64.0,9.0,1995,0.0,septiembre,viernes
0.0,77350,786023.0,1995-08-11,0.0,Unzipped,60.0,6.0,1995,0.0,agosto,viernes
20000000.0,9560,9715639.0,1995-08-11,50012507.0,A Walk in the Clouds,65.0,168.0,1995,2.50062535,agosto,viernes
175000000.0,9804,16885184.0,1995-07-28,264218220.0,Waterworld,59.0,1017.0,1995,1.5098184,julio,viernes
8000000.0,31611,1834099.0,1995-12-01,0.0,White Man's Burden,51.0,25.0,1995,0.0,diciembre,viernes
30000000.0,65796,8922139.0,1995-12-01,0.0,Wild Bill,59.0,27.0,1995,0.0,diciembre,viernes
0.0,49805,3727644.0,1994-10-12,0.0,The Browning Version,60.0,11.0,1994,0.0,octubre,miércoles
0.0,26258,3287036.0,1995-08-04,0.0,Bushwhacked,49.0,29.0,1995,0.0,agosto,viernes
2800000.0,50797,2486073.0,1994-05-01,2616503.0,Burnt by the Sun,67.0,35.0,1994,0.9344653571428572,mayo,domingo
0.0,19155,3525649.0,1994-06-09,763847.0,Before the Rain,77.0,45.0,1994,inf,junio,jueves
2500000.0,76,11304979.0,1995-01-27,5535405.0,Before Sunrise,77.0,984.0,1995,2.214162,enero,viernes
10000000.0,11017,6638116.0,1995-02-10,26488734.0,Billy Madison,62.0,464.0,1995,2.6488734,febrero,viernes
0.0,37141,2761837.0,1995-10-17,0.0,The Babysitter,47.0,27.0,1995,0.0,octubre,martes
21000000.0,9382,3030309.0,1995-02-03,23450000.0,Boys on the Side,63.0,48.0,1995,1.1166666666666667,febrero,viernes
0.0,6715,2686342.0,1995-04-21,0.0,The Cure,72.0,58.0,1995,0.0,abril,viernes
0.0,18256,226977.0,1995-08-04,0.0,Castle Freak,58.0,40.0,1995,0.0,agosto,viernes
0.0,22625,2605521.0,1995-03-16,0.0,Circle of Friends,65.0,30.0,1995,0.0,marzo,jueves
27000.0,2292,10513367.0,1994-09-13,3151130.0,Clerks,74.0,769.0,1994,116.70851851851852,septiembre,martes
25000000.0,1909,7438934.0,1994-10-01,22200000.0,Don Juan DeMarco,63.0,184.0,1994,0.888,octubre,sábado
55000000.0,8984,11812244.0,1994-12-09,214015089.0,Disclosure,59.0,217.0,1994,3.891183436363636,diciembre,viernes
0.0,61813,155859.0,1995-01-01,0.0,Dream Man,25.0,1.0,1995,0.0,enero,domingo
45000000.0,4954,9579155.0,1994-12-08,0.0,Drop Zone,51.0,91.0,1994,0.0,diciembre,jueves
0.0,62488,710671.0,1995-04-28,0.0,Destiny Turns on the Radio,53.0,9.0,1995,0.0,abril,viernes
0.0,10531,5484156.0,1994-05-04,0.0,Death and the Maiden,71.0,92.0,1994,0.0,mayo,miércoles
0.0,11929,58025.0,1995-03-24,0.0,Dolores Claiborne,71.0,183.0,1995,0.0,marzo,viernes
16000000.0,8467,9844558.0,1994-12-16,247275374.0,Dumb and Dumber,65.0,1894.0,1994,15.454710875,diciembre,viernes
0.0,10451,4860016.0,1994-08-03,7294403.0,Eat Drink Man Woman,75.0,76.0,1994,inf,agosto,miércoles
0.0,20156,5378467.0,1994-09-24,0.0,Exotica,65.0,64.0,1994,0.0,septiembre,sábado
0.0,18395,4322726.0,1994-10-14,6841570.0,Exit to Eden,43.0,28.0,1994,inf,octubre,viernes
18000000.0,522,11720358.0,1994-09-27,5887457.0,Ed Wood,73.0,639.0,1994,0.3270809444444444,septiembre,martes
0.0,397,9146544.0,1995-05-05,0.0,French Kiss,62.0,179.0,1995,0.0,mayo,viernes
0.0,10525,16236745.0,1995-05-19,0.0,Forget Paris,61.0,38.0,1995,0.0,mayo,viernes
0.0,27985,2657337.0,1995-01-13,0.0,Far from Home: The Adventures of Yellow Dog,56.0,27.0,1995,0.0,enero,viernes
0.0,15789,10177977.0,1995-04-07,35348597.0,A Goofy Movie,67.0,404.0,1995,inf,abril,viernes
15000000.0,27303,8182165.0,1995-03-03,12201255.0,Hideaway,50.0,24.0,1995,0.813417,marzo,viernes
0.0,21183,4953936.0,1995-06-02,0.0,Fluke,66.0,48.0,1995,0.0,junio,viernes
