id,cast_id,cast_name,cast_order
649.0,52475.0,J. Smith-Cameron,18.0
1873.0,1853632.0,Christine Luneau-Lipton,19.0
5894.0,1853633.0,Michael Dees,20.0
1775.0,153226.0,Denis Holmes,21.0
8839.0,1853634.0,Jo-Jo Lowe,22.0
20649.0,28029.0,Ira Wheeler,23.0
10329.0,1853638.0,Philippa Cooper,24.0
8963.0,97364.0,Ayako Kawahara,25.0
26564.0,1317065.0,François Genty,26.0
8068.0,6554.0,Guillaume Gallienne,27.0
8512.0,37918.0,Inés Sastre,28.0
1572.0,1217813.0,Phina Oruche,29.0
13552.0,1853644.0,Andrea Behalikova,30.0
259209.0,1115935.0,Jennifer Herrera,31.0
6520.0,1853645.0,Kristina Kumlin,32.0
9073.0,1853646.0,Eva Linderholm,33.0
10428.0,76093.0,Carmen Chaplin,34.0
17447.0,1853647.0,Micheline Van de Velde,35.0
9886.0,1853651.0,Joanna Rhodes,36.0
9482.0,1853653.0,Alan Boone,37.0
19326.0,1460738.0,Patrick Forster-Delmas,38.0
9344.0,1853654.0,Kentaro Matsuo,39.0
9071.0,1632066.0,Peter McKernan,40.0
8973.0,1853655.0,Ed Connelly,41.0
15730.0,4184.0,Ronald L. Schwary,42.0
47608.0,1853657.0,Alvin Lum,43.0
2293.0,1853658.0,Siching Song,44.0
9070.0,1357100.0,Phil Nee,45.0
68274.0,157428.0,Randy Becker,46.0
48787.0,1211979.0,Susan Browning,47.0
34574.0,1853660.0,Anthony Mondal,48.0
1642.0,1853661.0,Peter Parks,49.0
11472.0,1548251.0,Woodrow Asai,50.0
36196.0,1221663.0,Eric Bruno Borgman,51.0
11980.0,1811338.0,Michael Cline,52.0
58372.0,1853663.0,Christopher Del Gaudio,53.0
32646.0,1099770.0,Philippe Hartmann,54.0
10533.0,1853664.0,Jerry Quinn,55.0
56088.0,1853665.0,Dori Rosenthal,56.0
10802.0,53283.0,Jonathan Taylor Thomas,0.0
10149.0,51214.0,Brad Renfro,1.0
18402.0,38581.0,Rachael Leigh Cook,2.0
9348.0,8316.0,Michael McShane,3.0
139408.0,87007.0,Amy Wright,4.0
281.0,57448.0,Eric Schweig,5.0
5967.0,102313.0,Tamara Mello,6.0
79593.0,15111.0,Jean-Claude Van Damme,0.0
47939.0,6280.0,Powers Boothe,1.0
36834.0,8656.0,Dorian Harewood,2.0
9090.0,10361.0,Raymond J. Barry,3.0
3512.0,12928.0,Ross Malinger,4.0
52856.0,79088.0,Whittni Wright,5.0
77350.0,517.0,Pierce Brosnan,0.0
9560.0,48.0,Sean Bean,1.0
9804.0,10695.0,Izabella Scorupco,2.0
31611.0,10696.0,Famke Janssen,3.0
65796.0,10671.0,Joe Don Baker,4.0
49805.0,5309.0,Judi Dench,5.0
26258.0,3757.0,Gottfried John,6.0
50797.0,1923.0,Robbie Coltrane,7.0
19155.0,10697.0,Alan Cumming,8.0
76.0,10698.0,Tchéky Karyo,9.0
11017.0,9906.0,Desmond Llewelyn,10.0
37141.0,10699.0,Samantha Bond,11.0
9382.0,10648.0,Michael Kitchen,12.0
6715.0,10700.0,Serena Gordon,13.0
18256.0,10701.0,Simon Kunz,14.0
22625.0,55911.0,Billy J. Mitchell,15.0
2292.0,27425.0,Constantine Gregory,16.0
1909.0,6613.0,Minnie Driver,17.0
8984.0,29054.0,Michelle Arthur,18.0
61813.0,41742.0,Ravil Isyanov,19.0
4954.0,3392.0,Michael Douglas,0.0
62488.0,516.0,Annette Bening,1.0
10531.0,521.0,Michael J. Fox,2.0
11929.0,8349.0,Martin Sheen,3.0
8467.0,63279.0,Anna Deavere Smith,4.0
10451.0,112080.0,Shawna Waldron,5.0
20156.0,20767.0,Samantha Mathis,6.0
18395.0,19839.0,David Paymer,7.0
522.0,3037.0,Richard Dreyfuss,8.0
397.0,42133.0,Nina Siemaszko,9.0
10525.0,61980.0,Wendie Malick,10.0
27985.0,78494.0,Beau Billingslea,11.0
15789.0,42003.0,Gail Strickland,12.0
27303.0,131642.0,Joshua Malina,13.0
21183.0,43115.0,Clement von Franckenstein,14.0
10954.0,4251.0,John Mahoney,15.0
47867.0,43978.0,John Mahon,16.0
43475.0,92808.0,Gabriel Jarret,17.0
72031.0,7633.0,Leslie Nielsen,0.0
14275.0,14639.0,Mel Brooks,1.0
1024.0,1219.0,Amy Yasbeck,2.0
17207.0,12688.0,Peter MacNicol,3.0
13701.0,12812.0,Lysette Anthony,4.0
14819.0,13640.0,Harvey Korman,5.0
32631.0,6106.0,Steven Weber,6.0
11777.0,29709.0,Mark Blankfield,7.0
628.0,53570.0,Megan Cavanagh,8.0
87729.0,170185.0,Gregg Binkley,9.0
18713.0,10774.0,Anne Bancroft,10.0
6280.0,4724.0,Kevin Bacon,0.0
9061.0,382.0,Bob Hoskins,1.0
37108.0,2233.0,Bridget Fonda,2.0
6071.0,12077.0,Jim Cummings,3.0
11.0,110001.0,Phil Collins,4.0
9587.0,67386.0,Juliette Brewer,5.0
19101.0,19545.0,Jack Angel,6.0
49980.0,52699.0,Danny Mann,7.0
17961.0,77157.0,Robbie Rist,8.0
18183.0,176254.0,Sandra Dickinson,9.0
4476.0,15831.0,Frank Welker,10.0
11008.0,6199.0,Miriam Margolyes,11.0
47504.0,1592266.0,Lola Bates-Campbell,12.0
32325.0,4173.0,Anthony Hopkins,0.0
43742.0,11148.0,Joan Allen,1.0
28313.0,6280.0,Powers Boothe,2.0
11318.0,228.0,Ed Harris,3.0
3036.0,382.0,Bob Hoskins,4.0
40490.0,5249.0,E.G. Marshall,5.0
24070.0,19839.0,David Paymer,6.0
8986.0,11076.0,David Hyde Pierce,7.0
10510.0,7004.0,Paul Sorvino,8.0
17402.0,2453.0,Mary Steenburgen,9.0
38722.0,22131.0,J.T. Walsh,10.0
8438.0,4512.0,James Woods,11.0
11593.0,70843.0,Brian Bedford,12.0
1945.0,14721.0,Kevin Dunn,13.0
39310.0,56687.0,Fyvush Finkel,14.0
109560.0,49425.0,Annabeth Gish,15.0
56428.0,6840.0,Larry Hagman,16.0
63105.0,29803.0,Madeline Kahn,17.0
131957.0,6486.0,Dan Hedaya,18.0
241.0,20751.0,Bridgette Wilson,19.0
9058.0,19453.0,Tom Bower,20.0
527.0,3417.0,Tony Goldwyn,21.0
18220.0,52995.0,Edward Herrmann,22.0
6950.0,15183.0,Tony Lo Bianco,23.0
101.0,3712.0,Saul Rubinek,24.0
63020.0,50880.0,Robert Beltran,25.0
2307.0,167561.0,John Cunningham,26.0
680.0,4942.0,John Diehl,27.0
41478.0,11885.0,John C. McGinley,28.0
25296.0,19654.0,Michael Chiklis,29.0
40156.0,11397.0,Ric Young,30.0
11450.0,230280.0,Boris Sichkin,31.0
30304.0,8975.0,Sam Waterston,32.0
10452.0,6407.0,Marley Shelton,33.0
12106.0,16935.0,Geena Davis,0.0
161495.0,8654.0,Matthew Modine,1.0
3586.0,8924.0,Frank Langella,2.0
110.0,7868.0,Maury Chaykin,3.0
108.0,8979.0,Patrick Malahide,4.0
109.0,16936.0,Stan Shaw,5.0
159185.0,16937.0,Rex Linn,6.0
36357.0,13925.0,Paul Dillon,7.0
92769.0,35769.0,Christopher Masterson,8.0
28033.0,133771.0,Jimmie F. Skaggs,9.0
22586.0,1166.0,Harris Yulin,10.0
14334.0,127166.0,Carl Chase,11.0
2636.0,1220350.0,Peter Geeves,12.0
2164.0,1252814.0,Angus Wright,13.0
11395.0,91662.0,Ken Bones,14.0
278.0,31294.0,Mary Peach,15.0
9905.0,17202.0,Thomas Lockyer,16.0
87078.0,1649736.0,Roger Booth,17.0
12527.0,90625.0,George Murcell,18.0
20306.0,1117347.0,Simon Atherton,19.0
36614.0,1495190.0,Dickey Beer,20.0
27993.0,1466675.0,Christopher Halliday,21.0
31439.0,1420324.0,Chris Johnston,22.0
9067.0,16792.0,Richard Leaf,23.0
9059.0,2480.0,Tam White,24.0
193.0,2479.0,Rupert Vansittart,25.0
25066.0,19704.0,Nick Bartlett,26.0
46797.0,1715.0,David Bailie,27.0
12122.0,1221761.0,Kwame Kwei-Armah,28.0
11381.0,178622.0,Ramon Tikaram,29.0
32636.0,64102.0,Christopher Adamson,30.0
36141.0,380.0,Robert De Niro,0.0
95963.0,4430.0,Sharon Stone,1.0
1587.0,4517.0,Joe Pesci,2.0
9271.0,4512.0,James Woods,3.0
2064.0,7167.0,Don Rickles,4.0
19855.0,7169.0,Alan King,5.0
60855.0,7166.0,Kevin Pollak,6.0
236.0,7165.0,Pasquale Cajano,7.0
48287.0,8262.0,L.Q. Jones,8.0
3049.0,166789.0,Dick Smothers,9.0
2759.0,7164.0,Frank Vincent,10.0
12635.0,7424.0,Oscar Goodman,11.0
10497.0,18262.0,Richard Riehle,12.0
11382.0,11483.0,Catherine Scorsese,14.0
9331.0,7168.0,Vinny Vella,15.0
10731.0,7425.0,Nobu Matsuhisa,16.0
10464.0,7423.0,Erika von Tagen,17.0
34152.0,7444.0,Nick Mazzola,18.0
9495.0,107020.0,David Rose,19.0
29973.0,99906.0,John Bloom,20.0
888.0,13605.0,Joseph Rigano,21.0
13.0,14332.0,Philip Suriano,22.0
712.0,105623.0,Melissa Prophet,23.0
16295.0,1574239.0,Bill Allison,24.0
48992.0,96901.0,Joe La Due,25.0
10879.0,7531.0,Joseph P. Reidy,26.0
10660.0,1738942.0,Craig Vincent,27.0
10714.0,42824.0,Carl Ciarfalio,28.0
41647.0,39599.0,Gene Ruffini,29.0
8587.0,1204013.0,Dominick Grieco,30.0
1689.0,17921.0,Clem Caserta,31.0
11596.0,120303.0,Daniel P. Conte,32.0
854.0,583419.0,Joey DePinto,33.0
9359.0,122124.0,Jack Orend,34.0
23333.0,58535.0,Paul Herman,35.0
36593.0,1219275.0,Jed Mills,36.0
12280.0,553774.0,Claudia Haro,37.0
2788.0,1892328.0,Ffolliott Le Coque,38.0
10427.0,1888770.0,John Manca,39.0
11011.0,233121.0,Ronald Maccone,40.0
49803.0,1888773.0,Joseph Bono,41.0
8987.0,4692.0,Frank Adonis,42.0
1637.0,58474.0,Anthony Russell,43.0
15128.0,1183497.0,Stuart Nisbet,44.0
8831.0,1644894.0,Alfred Nittoli,45.0
36955.0,204.0,Kate Winslet,0.0
10449.0,7056.0,Emma Thompson,1.0
10395.0,3291.0,Hugh Grant,2.0
12160.0,207.0,Tom Wilkinson,3.0
40480.0,4566.0,Alan Rickman,4.0
52038.0,20769.0,Imogen Stubbs,5.0
29444.0,16700.0,Greg Wise,6.0
26352.0,41419.0,Hugh Laurie,7.0
39953.0,11356.0,Imelda Staunton,8.0
41580.0,23076.0,Robert Hardy,9.0
315.0,31923.0,Oliver Ford Davies,10.0
22067.0,10726.0,James Fleet,11.0
18242.0,17477.0,Harriet Walter,12.0
11667.0,9138.0,Gemma Jones,13.0
32502.0,937907.0,Emilie François,14.0
267188.0,1220119.0,Elizabeth Spriggs,15.0
28732.0,141551.0,Richard Lumsden,16.0
75555.0,3129.0,Tim Roth,0.0
42981.0,3131.0,Antonio Banderas,1.0
278939.0,3130.0,Jennifer Beals,2.0
291731.0,3125.0,Madonna,3.0
226229.0,3141.0,Marisa Tomei,4.0
203119.0,62.0,Bruce Willis,5.0
172923.0,138.0,Quentin Tarantino,6.0
316098.0,3122.0,Sammi Davis,7.0
8011.0,3123.0,Amanda de Cadenet,8.0
171857.0,3124.0,Valeria Golino,9.0
2654.0,3127.0,Lili Taylor,10.0
18069.0,2545.0,Lawrence Bender,11.0
19092.0,3126.0,Ione Skye,12.0
2758.0,3128.0,Alicia Witt,13.0
38129.0,2555.0,David Proval,14.0
10436.0,3132.0,Lana McKissack,15.0
13595.0,3134.0,Tamlyn Tomita,16.0
46094.0,3138.0,Kathy Griffin,17.0
9409.0,3137.0,Paul Calderon,18.0
11853.0,3136.0,Salma Hayek,19.0
16771.0,3133.0,Patricia Vonne,20.0
46924.0,3135.0,Danny Verduzco,21.0
11041.0,37336.0,Kimberly Blair,22.0
306.0,3140.0,Marc Lawrence,23.0
14522.0,206.0,Jim Carrey,0.0
26203.0,3547.0,Ian McNeice,1.0
178.0,4001.0,Simon Callow,2.0
19819.0,57096.0,Maynard Eziashi,3.0
57834.0,4029.0,Bob Gunton,4.0
4722.0,2598.0,Sophie Okonedo,5.0
18215.0,88059.0,Tommy Davidson,6.0
1607.0,31164.0,Adewale Akinnuoye-Agbaje,7.0
26391.0,1080060.0,Danny D. Daniels,8.0
117553.0,1080061.0,Sam Motoana Phillips,9.0
6075.0,172354.0,Damon Standifer,10.0
11310.0,158324.0,Andrew Steel,11.0
18658.0,27752.0,Bruce Spence,12.0
9350.0,171303.0,Tom Grunke,13.0
9612.0,1080062.0,Arsenio 'Sonny' Trinidad,14.0
2124.0,10814.0,Wesley Snipes,0.0
26261.0,57755.0,Woody Harrelson,1.0
19176.0,16866.0,Jennifer Lopez,2.0
49299.0,9287.0,Robert Blake,3.0
11566.0,2955.0,Chris Cooper,4.0
9571.0,4887.0,Joe Grifasi,5.0
9739.0,32287.0,Scott Sowers,6.0
24257.0,33658.0,Skipp Sudduth,7.0
34444.0,106791.0,Aida Turturro,8.0
26141.0,47774.0,Vincent Pastore,9.0
10997.0,15029.0,Enrico Colantoni,10.0
50463.0,5502.0,Bill Nunn,11.0
10443.0,203801.0,Katie Gill,12.0
20239.0,15372.0,Jeremy Roberts,13.0
16297.0,1811956.0,Joe Bacino,14.0
18551.0,8891.0,John Travolta,0.0
25440.0,193.0,Gene Hackman,1.0
9024.0,14343.0,Rene Russo,2.0
37233.0,518.0,Danny DeVito,3.0
1634.0,1117.0,Dennis Farina,4.0
13815.0,18792.0,Delroy Lindo,5.0
5503.0,4691.0,James Gandolfini,6.0
35588.0,9629.0,Jon Gries,7.0
2087.0,53600.0,Renee Props,8.0
41579.0,19839.0,David Paymer,9.0
18620.0,4790.0,Martin Ferrero,10.0
41006.0,30488.0,Miguel Sandoval,11.0
4916.0,16429.0,Jacob Vargas,12.0
2019.0,53601.0,Bobby Slayton,13.0
31642.0,53602.0,Linda Hart,14.0
9255.0,141582.0,Jeffrey J. Stephen,15.0
26271.0,10205.0,Sigourney Weaver,0.0
10612.0,18686.0,Holly Hunter,1.0
2259.0,883.0,Will Patton,2.0
16097.0,18687.0,William McNamara,3.0
11934.0,18688.0,Harry Connick Jr.,4.0
106143.0,5169.0,J.E. Freeman,5.0
12475.0,20212.0,Dermot Mulroney,6.0
9386.0,60205.0,John Rothman,7.0
7984.0,154691.0,Shannon O'Hurley,8.0
59930.0,95838.0,Bob Greene,9.0
15765.0,215904.0,Tony Haney,10.0
31643.0,1074167.0,Danny Kovacs,11.0
6.0,167781.0,Tahmus Rounds,12.0
329.0,1074168.0,Scott Devenney,13.0
10909.0,1074169.0,David Michael Silverman,14.0
507.0,16483.0,Sylvester Stallone,0.0
34024.0,3131.0,Antonio Banderas,1.0
29918.0,1231.0,Julianne Moore,2.0
9593.0,58556.0,Anatoli Davydov,3.0
42580.0,17348.0,Muse Watson,4.0
22317.0,14328.0,Steve Kahan,5.0
1413.0,47757.0,Kelly Rowan,6.0
12121.0,31508.0,Reed Diamond,7.0
2246.0,42146.0,Kai Wulff,8.0
10502.0,58557.0,Kerry Skalsky,9.0
10440.0,58558.0,James Douglas Haskins,10.0
9516.0,58559.0,Stephen Liska,11.0
2320.0,58560.0,John Harms,12.0
5879.0,58561.0,Edward J. Rosen,13.0
83718.0,58562.0,Christina Orchid,14.0
11971.0,1611202.0,Choco Orta,15.0
2625.0,543847.0,Germán Legarreta,16.0
31911.0,2453.0,Mary Steenburgen,0.0
788.0,54789.0,Sean Patrick Flanery,1.0
21450.0,2714.0,Lance Henriksen,2.0
11231.0,4785.0,Jeff Goldblum,3.0
41588.0,36637.0,Brandon Smith,4.0
10447.0,2963.0,Nicolas Cage,0.0
31586.0,1951.0,Elisabeth Shue,1.0
9300.0,6104.0,Julian Sands,2.0
9559.0,6105.0,Richard Lewis,3.0
9800.0,6106.0,Steven Weber,4.0
713.0,6107.0,Kim Adams,5.0
8291.0,6108.0,Emily Procter,6.0
18133.0,6109.0,Stuart Reynolds ,7.0
25557.0,3124.0,Valeria Golino,8.0
22588.0,6110.0,Graham Beckel,9.0
10872.0,6240.0,Mariska Hargitay,10.0
1245.0,12133.0,Laurie Metcalf,11.0
11858.0,2138.0,Shawnee Smith,12.0
7007.0,52418.0,David Kriegel,13.0
10467.0,2975.0,Laurence Fishburne,0.0
5550.0,1350.0,Irène Jacob,1.0
8005.0,11181.0,Kenneth Branagh,2.0
2088.0,27631.0,Nathaniel Parker,3.0
10412.0,232174.0,Indra Ové,4.0
47889.0,17483.0,Michael Maloney,5.0
14534.0,1227643.0,Anna Patrick,6.0
56583.0,32357.0,Nicholas Farrell,7.0
41878.0,3968.0,Michael Sheen,8.0
424.0,6886.0,Christina Ricci,0.0
35233.0,12929.0,Rosie O'Donnell,1.0
14291.0,2155.0,Thora Birch,2.0
103413.0,29369.0,Melanie Griffith,3.0
11236.0,12930.0,Gaby Hoffmann,4.0
11592.0,3416.0,Demi Moore,5.0
8850.0,114471.0,Ashleigh Aston Moore,6.0
10445.0,12931.0,Rita Wilson,7.0
695.0,141521.0,Walter Sparrow,8.0
43535.0,50398.0,Devon Sawa,9.0
12519.0,9599.0,Cloris Leachman,10.0
23210.0,21197.0,Janeane Garofalo,11.0
858.0,5587.0,Hank Azaria,12.0
867.0,5149.0,Bonnie Hunt,13.0
78.0,12139.0,Lolita Davidovich,14.0
13203.0,18269.0,Brendan Fraser,15.0
10442.0,30318.0,Amanda Root,0.0
11074.0,8785.0,Ciarán Hinds,1.0
33367.0,87415.0,Susan Fleetwood,2.0
9607.0,10981.0,Fiona Shaw,3.0
17585.0,14465.0,John Woodvine,4.0
9057.0,3930.0,Phoebe Nicholls,5.0
20967.0,54447.0,Samuel West,6.0
10635.0,32990.0,Sophie Thompson,7.0
9479.0,45455.0,Judy Cornwell,8.0
10057.0,57461.0,Simon Russell Beale,9.0
11969.0,42645.0,Felicity Dean,10.0
41590.0,27660.0,Roger Hammond,11.0
319.0,55645.0,Victoria Hamilton,13.0
26408.0,13328.0,Corin Redgrave,14.0
15139.0,1487246.0,Emma Roberts,15.0
161158.0,25665.0,Robert Glenister,16.0
218473.0,7025.0,Richard McCabe,17.0
85247.0,1229181.0,Helen Schlesinger,18.0
11446.0,1246598.0,Jane Wood,19.0
51980.0,1227492.0,David Collings,20.0
24405.0,217100.0,Darlene Johnson,21.0
11655.0,1840472.0,Cinnamon Faye,22.0
11800.0,1840473.0,Isaac Maxwell-Hunt,23.0
8223.0,1073272.0,Roger Llewellyn,24.0
14587.0,1241523.0,Sally George,25.0
31504.0,1840474.0,Lonnie James,26.0
41653.0,2372.0,Ron Perlman,0.0
53185.0,2413.0,Dominique Pinon,1.0
95743.0,13842.0,Judith Vittet,2.0
23637.0,13843.0,Daniel Emilfork,3.0
17600.0,13687.0,Jean-Claude Dreyfus,4.0
10897.0,13845.0,Geneviève Brunet,5.0
349394.0,13846.0,Odile Mallet,6.0
21352.0,4394.0,Mireille Mossé,7.0
68806.0,2410.0,Serge Merlin,8.0
37345.0,2407.0,Rufus,9.0
32562.0,13689.0,Ticky Holgado,10.0
47507.0,100861.0,Cris Huerta,11.0
25403.0,1352.0,Jean-Louis Trintignant,12.0
124304.0,1653016.0,Joseph Lucien,13.0
9066.0,103119.0,Mapi Galán,14.0
771.0,1653017.0,Briac Barthélémy,15.0
251.0,1653018.0,Pierre-Quentin Faesch,16.0
812.0,131998.0,Alexis Pivot,17.0
280.0,77904.0,François Hadji-Lazaro,18.0
581.0,28462.0,Dominique Bettenfeld,19.0
80350.0,77905.0,Lotfi Yahya Jedidi,20.0
268.0,240388.0,Thierry Gibault,21.0
274.0,13680.0,Marc Caro,22.0
408.0,992717.0,Ham-Chau Luong,23.0
10020.0,17618.0,Frankie Pain,24.0
10895.0,1323011.0,Enrique Villanueva,25.0
114.0,97062.0,Dominique Chevalier,26.0
41043.0,2409.0,Lorella Cravotta,27.0
576.0,580580.0,Éric Houzelot,28.0
15477.0,1176105.0,Philippe Beautier,29.0
59146.0,1336073.0,Marc Amyot,30.0
124472.0,566292.0,Jean-Philippe Labadie,31.0
30528.0,1048762.0,Raphaèle Bouchard,32.0
7300.0,1330767.0,Elisabeth Etienne,33.0
10824.0,1529774.0,Rachel Boulenger,34.0
261246.0,1242620.0,Michel Motu,35.0
275.0,9745.0,Nane Germon,36.0
25059.0,643.0,Gong Li,0.0
11827.0,146097.0,Li Bao-Tian,3.0
8766.0,150151.0,Wang Xiaoxiao,4.0
23570.0,143358.0,Li Xuejian,5.0
47333.0,150152.0,Chun Sung,6.0
54850.0,150153.0,Fu Biao,7.0
51242.0,1160.0,Michelle Pfeiffer,0.0
10112.0,10477.0,George Dzundza,1.0
4307.0,24047.0,Courtney B. Vance,2.0
46029.0,11902.0,Robin Bartlett,3.0
32308.0,12642.0,John Neville,4.0
88893.0,168638.0,Beatrice Winde,5.0
52873.0,81726.0,Lorraine Toussaint,6.0
123505.0,28863.0,Renoly Santiago,7.0
