id,crew_job,crew_name
36357.0,Director,Fred Gerber
92769.0,Director,George Mihalka
28033.0,Director,Harold Ramis
22586.0,Director,Richard Rich
14334.0,Director,John Sayles
2636.0,Director,Luis Llosa
2164.0,Director,Roland Emmerich
11395.0,Director,John Pasquin
278.0,Director,Frank Darabont
9905.0,Director,Danny Boyle
87078.0,Director,Scott McGehee
87078.0,Director,David Siegel
12527.0,Director,Tomás Gutiérrez Alea
12527.0,Director,Juan Carlos Tabío
20306.0,Director,George Huang
36614.0,Director,Kevin Dowling
36614.0,Director,Geoff Burton
27993.0,Director,Kelly Makin
31439.0,Director,Zhang Yimou
9067.0,Director,Rachel Talalay
9059.0,Director,Ernest R. Dickerson
193.0,Director,David Carson
25066.0,Director,Rusty Cundieff
46797.0,Director,Brian Gilbert
12122.0,Director,John Carpenter
11381.0,Director,Peter Segal
32636.0,Director,Louis Malle
36141.0,Director,Steven Soderbergh
95963.0,Director,Preston A. Whitmore II
1587.0,Director,Lasse Hallström
9271.0,Director,Brett Leonard
2064.0,Director,Jon Turteltaub
19855.0,Director,Jon Avnet
60855.0,Director,Mina Shum
236.0,Director,P.J. Hogan
48287.0,Director,Melanie Mayron
3049.0,Director,Tom Shadyac
2759.0,Director,Stephan Elliott
12635.0,Director,Iain Softley
10497.0,Director,Roman Polanski
11382.0,Director,Woody Allen
9331.0,Director,Phillip Noyce
10731.0,Director,Joel Schumacher
10464.0,Director,Jessie Nelson
34152.0,Director,Spike Lee
9495.0,Director,Alex Proyas
29973.0,Director,Ron Shelton
888.0,Director,Brian Levant
13.0,Director,Robert Zemeckis
712.0,Director,Mike Newell
16295.0,Director,John Singleton
48992.0,Director,Darnell Martin
10879.0,Director,Charles Shyer
10660.0,Director,Andrew Bergman
10714.0,Director,Stephen Sommers
41647.0,Director,Ray Müller
8587.0,Director,Roger Allers
8587.0,Director,Rob Minkoff
1689.0,Director,Bernardo Bertolucci
11596.0,Director,Wes Craven
854.0,Director,Chuck Russell
9359.0,Director,Richard Donner
23333.0,Director,Alan Rudolph
36593.0,Director,Peter Segal
12280.0,Director,Ron Howard
2788.0,Director,Ben Stiller
10427.0,Director,John Dahl
11011.0,Director,Donald Petrie
49803.0,Director,Robert Allan Ackerman
8987.0,Director,Curtis Hanson
1637.0,Director,Jan de Bont
15128.0,Director,Ron Underwood
8831.0,Director,Peter Hyams
36955.0,Director,James Cameron
10449.0,Director,Luis Mandoki
10395.0,Director,Mike Nichols
12160.0,Director,Lawrence Kasdan
40480.0,Director,Damian Harris
52038.0,Director,Suri Krishnamma
29444.0,Director,Jefery Levy
26352.0,Director,Keenen Ivory Wayans
39953.0,Director,Robert Lee King
39953.0,Director,Brian Sloan
39953.0,Director,Raoul O'Connell
41580.0,Director,Yves Angelo
315.0,Director,Russ Meyer
22067.0,Director,Doug McHenry
18242.0,Director,Dave Borthwick
11667.0,Director,Steven E. de Souza
32502.0,Director,Wallace Wolodarsky
267188.0,Director,Michael A. Nickles
28732.0,Director,Paul Warner
75555.0,Director,Vincent Robert
42981.0,Director,Theodore Thomas
278939.0,Director,Lucas Platt
291731.0,Director,Ross Kagan Marks
226229.0,Director,Paul Williams
203119.0,Director,Robert Wuhl
172923.0,Director,Roberto Sneider
316098.0,Director,Jack Baxter
316098.0,Director,Jefri Aalmuhammed
8011.0,Director,Andrew Morahan
171857.0,Director,Michael Corrente
2654.0,Director,John Carpenter
18069.0,Director,John G. Avildsen
19092.0,Director,Jeff Pollack
2758.0,Director,Barry Sonnenfeld
38129.0,Director,Thomas Schlamme
10436.0,Director,Martin Scorsese
13595.0,Director,Michael Lehmann
46094.0,Director,Paul Michael Glaser
9409.0,Director,John Badham
11853.0,Director,Jonathan Kaplan
16771.0,Director,Whit Stillman
46924.0,Director,Bill Forsyth
11041.0,Director,Penelope Spheeris
306.0,Director,John Landis
14522.0,Director,Caroline Thompson
26203.0,Director,Michael Apted
178.0,Director,Stephen Hopkins
19819.0,Director,William Friedkin
57834.0,Director,Tony Richardson
4722.0,Director,Abel Ferrara
18215.0,Director,Jennifer Chambers Lynch
1607.0,Director,Robert De Niro
26391.0,Director,Adam Resnick
117553.0,Director,John Whitesell
6075.0,Director,Brian De Palma
11310.0,Director,Paul Weiland
18658.0,Director,Mick Jackson
9350.0,Director,Renny Harlin
9612.0,Director,Steve Barron
2124.0,Director,Richard Rush
26261.0,Director,Michael Ritchie
19176.0,Director,Gregg Champion
49299.0,Director,Abel Ferrara
11566.0,Director,Ivan Reitman
9571.0,Director,Richard Linklater
9739.0,Director,Marco Brambilla
24257.0,Director,Bruce Brown
34444.0,Director,Gus Van Sant
26141.0,Director,Carl Reiner
10997.0,Director,Chen Kaige
50463.0,Director,Donald Petrie
10443.0,Director,Peter Weir
20239.0,Director,Rusty Cundieff
16297.0,Director,Alek Keshishian
18551.0,Director,Steve Kloves
25440.0,Director,John Irvin
9024.0,Director,Barry Sonnenfeld
37233.0,Director,Sydney Pollack
1634.0,Director,Simon Wincer
13815.0,Director,Boaz Yakin
5503.0,Director,Andrew Davis
35588.0,Director,Walter Hill
2087.0,Director,Roger Donaldson
41579.0,Director,Howard Deutch
18620.0,Director,Rose Troche
41006.0,Director,Bruce Beresford
4916.0,Director,Sidney Lumet
2019.0,Director,John Woo
31642.0,Director,Oliver Stone
9255.0,Director,Jim Abrahams
26271.0,Director,Julianna Lavin
10612.0,Director,Christopher Monger
2259.0,Director,Bille August
16097.0,Director,Eric Meza
11934.0,Director,Joel Coen
106143.0,Director,James L. Brooks
12475.0,Director,"Daniel Petrie, Jr."
9386.0,Director,Wolfgang Petersen
7984.0,Director,Jim Sheridan
59930.0,Director,Matty Rich
15765.0,Director,Brian Gibson
31643.0,Director,Barry Levinson
6.0,Director,Stephen Hopkins
329.0,Director,Steven Spielberg
10909.0,Director,Dominic Sena
507.0,Director,Roger Avary
34024.0,Director,Steven Soderbergh
29918.0,Director,Daniel Petrie
9593.0,Director,John McTiernan
42580.0,Director,James Lapine
22317.0,Director,Simon Wincer
22317.0,Director,Paul Hogan
22317.0,Director,Greg Coote
1413.0,Director,David Cronenberg
12121.0,Director,Richard Benjamin
2246.0,Director,Harold Becker
10502.0,Director,Mel Gibson
10440.0,Director,Woody Allen
9516.0,Director,Albert Hughes
9516.0,Director,Allen Hughes
2320.0,Director,Stuart Baird
5879.0,Director,Nagisa Ōshima
83718.0,Director,Tom Noonan
11971.0,Director,Kenneth Branagh
2625.0,Director,Mike Figgis
31911.0,Director,Anthony Minghella
788.0,Director,Chris Columbus
21450.0,Director,Mike Leigh
11231.0,Director,Christopher Cain
41588.0,Director,Michael Tolkin
10447.0,Director,Martin Campbell
31586.0,Director,Rob Reiner
9300.0,Director,Sally Potter
9559.0,Director,Clint Eastwood
9800.0,Director,Jonathan Demme
713.0,Director,Jane Campion
8291.0,Director,John Singleton
18133.0,Director,David S. Ward
25557.0,Director,Stuart Orme
22588.0,Director,Mel Smith
10872.0,Director,Ted Demme
1245.0,Director,James Ivory
11858.0,Director,Penny Marshall
7007.0,Director,Philip Kaufman
10467.0,Director,Alan Parker
5550.0,Director,Fred Dekker
8005.0,Director,Mel Brooks
2088.0,Director,Peter Medak
10412.0,Director,Geoffrey Wright
47889.0,Director,Victor Nunez
14534.0,Director,David Anspaugh
56583.0,Director,Tim Hunter
41878.0,Director,Cyril Collard
424.0,Director,Steven Spielberg
35233.0,Director,Michael Ritchie
14291.0,Director,Steven Zaillian
103413.0,Director,Chris Menges
11236.0,Director,Agnieszka Holland
11592.0,Director,John Waters
8850.0,Director,Russell Mulcahy
10445.0,Director,Richard Attenborough
695.0,Director,Robert Altman
43535.0,Director,Gillies MacKinnon
12519.0,Director,John Duigan
23210.0,Director,Fred Schepisi
858.0,Director,Nora Ephron
867.0,Director,Phillip Noyce
78.0,Director,Ridley Scott
13203.0,Director,Steve Rash
10442.0,Director,Thomas Schlamme
11074.0,Director,Rowdy Herrington
33367.0,Director,Arthur Joffé
9607.0,Director,Annabel Jankel
9607.0,Director,Rocky Morton
17585.0,Director,Ernest R. Dickerson
9057.0,Director,Deran Sarafian
20967.0,Director,François Girard
10635.0,Director,Andrew Fleming
9479.0,Director,Henry Selick
10057.0,Director,Stephen Herek
11969.0,Director,George P. Cosmatos
41590.0,Director,Heywood Gould
319.0,Director,Tony Scott
26408.0,Director,D.A. Pennebaker
26408.0,Director,Chris Hegedus
15139.0,Director,Joe Johnston
15139.0,Director,Pixote Hunt
15139.0,Director,Maurice Hunt
161158.0,Director,Jerry Ciccoritti
218473.0,Director,Jennifer Warren
85247.0,Director,Mark Malone
11446.0,Director,Todd Solondz
51980.0,Director,Claude Berri
24405.0,Director,Dennis Hopper
11655.0,Director,Guillermo del Toro
11800.0,Director,Daniel Algrant
8223.0,Director,Pedro Almodóvar
14587.0,Director,Gurinder Chadha
31504.0,Director,Andrew Scheinman
41653.0,Director,Åke Sandgren
53185.0,Director,Richard Loncraine
95743.0,Director,Eva Sereny
23637.0,Director,Lina Wertmüller
17600.0,Director,David O. Russell
10897.0,Director,Penelope Spheeris
349394.0,Director,Rémy Duchemin
21352.0,Director,George T. Miller
68806.0,Director,Ricky Tognazzi
37345.0,Director,Michael Austin
32562.0,Director,Rob Epstein
32562.0,Director,Jeffrey Friedman
47507.0,Director,Mathieu Kassovitz
25403.0,Director,Nanni Moretti
124304.0,Director,María Luisa Bemberg
9066.0,Director,Betty Thomas
771.0,Director,Chris Columbus
251.0,Director,Jerry Zucker
812.0,Director,Ron Clements
812.0,Director,John Musker
280.0,Director,James Cameron
581.0,Director,Kevin Costner
80350.0,Director,Steve Cohen
268.0,Director,Tim Burton
274.0,Director,Jonathan Demme
408.0,Director,David Hand
10020.0,Director,Gary Trousdale
10020.0,Director,Kirk Wise
10895.0,Director,Hamilton Luske
10895.0,Director,Ben Sharpsteen
114.0,Director,Garry Marshall
41043.0,Director,Yuri Mamin
576.0,Director,Sam Peckinpah
15477.0,Director,C.M. Talkington
59146.0,Director,Huang Jianxin
124472.0,Director,Jean Bach
30528.0,Director,Sam Weisman
7300.0,Director,Michael Hoffman
10824.0,Director,Bill Condon
261246.0,Director,Stephen Poliakoff
275.0,Director,Joel Coen
25059.0,Director,David R. Ellis
11827.0,Director,Gerald Potterton
8766.0,Director,Kevin Yagher
8766.0,Director,Joe Chappelle
23570.0,Director,Matt Reeves
47333.0,Director,Franco Zeffirelli
54850.0,Director,Anna Campion
51242.0,Director,Franco Brusati
10112.0,Director,Wolfgang Reitherman
4307.0,Director,Pedro Almodóvar
46029.0,Director,Fernando Trueba
32308.0,Director,Bill Couturié
88893.0,Director,Werner Herzog
52873.0,Director,André Téchiné
340210.0,Director,Mika Kaurismäki
44281.0,Director,Férid Boughedir
28121.0,Director,Martin Lawrence
12520.0,Director,Stacy Title
1592.0,Director,Gregory Hoblit
166901.0,Director,Clément Virgo
36447.0,Director,Bruno Barreto
19042.0,Director,Paul Sabella
19042.0,Director,Larry Leker
38884.0,Director,Ken Loach
47449.0,Director,Hal Salwen
36259.0,Director,Jonathan R. Betuel
41852.0,Director,Richard Pearce
40926.0,Director,Todd Verow
9099.0,Director,Jonathan Lynn
2021.0,Director,Tim Sullivan
61752.0,Director,Spike Lee
10988.0,Director,Jeremiah S. Chechik
11479.0,Director,Hervé Palud
398959.0,Director,Martin Enlen
287305.0,Director,Carlo Rola
12652.0,Director,Claude Sautet
10684.0,Director,Edward Zwick
954.0,Director,Brian De Palma
68445.0,Director,Friðrik Þór Friðriksson
18989.0,Director,Pen Densham
10801.0,Director,Sönke Wortmann
54285.0,Director,Park Chul-soo
8840.0,Director,Rob Cohen
278978.0,Director,Joseph Vilsmaier
124625.0,Director,Michael Verhoeven
11107.0,Director,Steve Rash
16417.0,Director,Gray Hofmeyr
70934.0,Director,Richard Wherrett
10363.0,Director,René Clément
161070.0,Director,Anthony Hopkins
10539.0,Director,Henry Selick
10543.0,Director,James Foley
18414.0,Director,Kelly Makin
47502.0,Director,Paul Mazursky
11902.0,Director,Emir Kusturica
27098.0,Director,Bo Widerberg
25087.0,Director,Alan Mehrez
5801.0,Director,Satyajit Ray
896.0,Director,Satyajit Ray
3065.0,Director,Jim Mallon
2300.0,Director,Joe Pytka
8069.0,Director,Roger Vadim
288173.0,Director,Catherine Cyran
187851.0,Director,Brett Piper
27768.0,Director,George Hickenlooper
221917.0,Director,Peter Yates
8072.0,Director,Jean-Luc Godard
35797.0,Director,Bertrand Tavernier
88030.0,Director,Mika Kaurismäki
185191.0,Director,Claude Chabrol
83857.0,Director,Gordon Willis
33245.0,Director,Randal Kleiser
124460.0,Director,Michael Blakemore
27281.0,Director,Simon Wincer
105045.0,Director,Margarethe von Trotta
40001.0,Director,Richard Benjamin
29621.0,Director,Norberto Barba
117730.0,Director,Eli Cohen
20762.0,Director,Robert Mandel
37144.0,Director,Pat Verducci
48260.0,Director,Michael Winterbottom
12656.0,Director,Steven Baigelman
38867.0,Director,Zalman King
277270.0,Director,Barry Caillier
25969.0,Director,Patrick Read Johnson
44103.0,Director,Stijn Coninx
753.0,Director,John Cassavetes
43634.0,Director,Stacy Cochran
9103.0,Director,Jean-Claude Van Damme
90214.0,Director,Mark Joffe
29649.0,Director,Steve Gomer
10990.0,Director,Lee Tamahori
8866.0,Director,Michael Lehmann
12233.0,Director,George Scribner
23449.0,Director,Tom DeCerchio
36355.0,Director,Alan Shapiro
37667.0,Director,Angela Pope
90148.0,Director,Betty Kaplan
922.0,Director,Jim Jarmusch
11876.0,Director,Jean-Paul Rappeneau
52633.0,Director,Jack Hill 
62364.0,Director,Manuel Gómez Pereira
11687.0,Director,Jean-Marie Poiré
9304.0,Director,Harold Ramis
73183.0,Director,Brett Thompson
131232.0,Director,Francesco Sframeli
131232.0,Director,Spiro Scimone
9100.0,Director,Andrew Fleming
20759.0,Director,Reginald Hudlin
46063.0,Director,Bruce Beresford
32513.0,Director,John Schlesinger
40651.0,Director,Stephen Quay
40651.0,Director,Timothy Quay
36915.0,Director,Phil Joanou
40507.0,Director,Larry Cohen
9802.0,Director,Michael Bay
25697.0,Director,Harvey Miller
21588.0,Director,Michele Soavi
664.0,Director,Jan de Bont
11867.0,Director,David Hogan
47119.0,Director,Maurice Pialat
314352.0,Director,Gabriel Barylli
9323.0,Director,Mamoru Oshii
10280.0,Director,Tom Holland
10535.0,Director,Rick Friedberg
124613.0,Director,Udayan Prasad
532.0,Director,Nick Park
26744.0,Director,Abraham Polonsky
16299.0,Director,John Landis
10547.0,Director,David Twohy
245268.0,Director,Robert Z. Leonard
935.0,Director,Stanley Kubrick
55613.0,Director,Guy Maddin
215107.0,Director,John O'Brien
41007.0,Director,John Irvin
35645.0,Director,Kevin James Dobson
110465.0,Director,Victor Saville
255546.0,Director,Helena Solberg
40751.0,Director,Wong Kar-wai
275096.0,Director,Ebrahim Forouzesh
85778.0,Director,Freida Lee Mock
11101.0,Director,Joseph Vilsmaier
9826.0,Director,Simon Wincer
9879.0,Director,Andrew Bergman
63564.0,Director,David Keating
22621.0,Director,James Mangold
7095.0,Director,Francis Ford Coppola
26890.0,Director,Mary Harron
46732.0,Director,Charles Matthau
124633.0,Director,Goran Paskaljević
202425.0,Director,Mwezé Ngangura
202425.0,Director,Benoît Lamy
196940.0,Director,Jean-Pierre Bekolo
77771.0,Director,Djibril Diop Mambéty
181083.0,Director,Gaston Kaboré
41225.0,Director,Federico Fellini
41225.0,Director,Louis Malle
41225.0,Director,Roger Vadim
188589.0,Director,Henry Jaglom
188589.0,Director,Victoria Foyt
87190.0,Director,Robby Henson
627.0,Director,Danny Boyle
32872.0,Director,Scott Winant
602.0,Director,Roland Emmerich
14553.0,Director,Bernardo Bertolucci
9566.0,Director,Tony Scott
10545.0,Director,Gary Trousdale
10545.0,Director,Kirk Wise
9894.0,Director,Ben Stiller
11543.0,Director,Bobby Farrelly
11543.0,Director,Peter Farrelly
9268.0,Director,Chuck Russell
52059.0,Director,Carma Hinton
52059.0,Director,Richard Gordon
9327.0,Director,Tom Shadyac
123763.0,Director,María Luisa Bemberg
81949.0,Director,Lucian Pintilie
42005.0,Director,Gazdag Gyula
124306.0,Director,Gérard Mordillat
183955.0,Director,Mel Chionglo
44535.0,Director,Alexandre Rockwell
44495.0,Director,Christopher Larkin
78285.0,Director,Laurent Heynemann  
11228.0,Director,Rob Cohen
10779.0,Director,Peter Jackson
26748.0,Director,John Sayles
38223.0,Director,Bronwen Hughes
9294.0,Director,Jon Turteltaub
49963.0,Director,Nicole Holofcener
11363.0,Director,Edward Burns
1645.0,Director,Joel Schumacher
31546.0,Director,Michael Corrente
77056.0,Director,Éric Rohmer
36344.0,Director,Fraser Clarke Heston
18550.0,Director,Kevin Hooks
11511.0,Director,Paul Michael Glaser
172198.0,Director,Ildikó Enyedi
34170.0,Director,Howard Franklin
281085.0,Director,Mitch Marcus
109478.0,Director,Jaime Hellman
124645.0,Director,Nicolas Roeg
12606.0,Director,Arlene Sanford
69895.0,Director,Maurizio Nichetti
35206.0,Director,Luis Buñuel
151489.0,Director,Paul Turner
4837.0,Director,Éric Rohmer
12632.0,Director,Peter Sehr
12632.0,Director,Gernot Roll
9098.0,Director,Rolf Silber
282919.0,Director,Peter Weck
124614.0,Director,Manoel de Oliveira
18975.0,Director,Steve Barron
11962.0,Director,John Payson
2925.0,Director,Hugh Wilson
28628.0,Director,Nigel Finch
3595.0,Director,Ron Howard
9308.0,Director,Hart Bochner
92381.0,Director,Doug Ellin
18555.0,Director,Annette Haywood-Carter
12123.0,Director,Andrew Davis
